grid_id,centroid_lat,centroid_lon
2090,41.133040393330255,-123.89400784112088
2091,41.17805818492553,-123.8964526971132
2092,41.22307815122023,-123.898900623312
2093,41.268100325004255,-123.90135162550088
2094,41.31312473914812,-123.90380570947798
2095,41.35815142660343,-123.90626288105602
2096,41.40318042040354,-123.9087231460624
2097,41.4482117536638,-123.91118651033906
2098,41.49324545958228,-123.9136529797428
2099,41.538281571439946,-123.91612256014506
2100,41.583320122601535,-123.91859525743216
2101,41.628361146515445,-123.9210710775052
2102,41.67340467671496,-123.9235500262802
2103,41.71845074681795,-123.9260321096882
2104,41.76349939052808,-123.92851733367516
2105,41.80855064163482,-123.93100570420206
2106,41.85360453401423,-123.93349722724504
2107,41.89866110162915,-123.93599190879527
2108,41.94372037852994,-123.93848975485922
2109,41.981112237661655,-123.94089809540006
2251,38.9017942418362,-123.69847028369608
2252,38.932853886712266,-123.71277370688875
2253,38.97005280563953,-123.71044897351658
2254,39.011905500036505,-123.69803230716586
2255,39.0760466650852,-123.70292746509956
2256,39.11434119995928,-123.71035404232028
2257,39.15757887031696,-123.7243380371263
2258,39.20076704163535,-123.73367210236884
2259,39.24562025544114,-123.73608886398334
2260,39.29057644351713,-123.73837444240893
2261,39.33553349877717,-123.74066281753124
2262,39.3804914510159,-123.742953994484
2263,39.42545033009143,-123.7452479784134
2264,39.47041016592561,-123.74754477447824
2265,39.51526891360033,-123.74969188946534
2266,39.56090353207387,-123.74954260914409
2267,39.60529849392309,-123.75444875569828
2268,39.650259677536766,-123.75676018371163
2269,39.695224748248485,-123.75907111827976
2270,39.7401909566094,-123.76138489620308
2271,39.78515833299805,-123.76370152272972
2272,39.83012690785964,-123.76602100312073
2273,39.87509671170677,-123.76834334265008
2274,39.920067775119485,-123.77066854660484
2275,39.96504012874564,-123.772996620285
2276,40.01001380330165,-123.77532756900364
2277,40.054988829572565,-123.77766139808703
2278,40.099965238412544,-123.77999811287464
2279,40.1449430607451,-123.7823377187189
2280,40.18992232756406,-123.78468022098576
2281,40.23490306993334,-123.78702562505424
2282,40.27988531898757,-123.78937393631682
2283,40.32486910593272,-123.79172516017924
2284,40.36985446204606,-123.7940793020608
2285,40.41484141867706,-123.796436367394
2286,40.45983000724748,-123.79879636162502
2287,40.50482025925184,-123.80115929021352
2288,40.549812206258,-123.80352515863277
2289,40.59480587990743,-123.80589397236947
2290,40.63980131191571,-123.80826573692426
2291,40.6847985340727,-123.81064045781125
2292,40.72979757824356,-123.81301814055836
