latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
38.48533,-121.84887,302.89,0.33,0.55,2023-07-25,0919,N,VIIRS,n,2,290.37,0.78,N,0
38.47509,-121.85001,299.39,0.33,0.55,2023-07-25,0919,N,VIIRS,n,2,288.53,0.38,N,0
38.31527,-121.83396,298.97,0.32,0.55,2023-07-25,0919,N,VIIRS,n,2,288.65,0.29,N,2
38.07327,-122.14075,307.31,0.33,0.56,2023-07-25,0919,N,VIIRS,n,2,295.25,1.08,N,2
38.04387,-122.25659,304.13,0.34,0.56,2023-07-25,0919,N,VIIRS,n,2,292.19,1.11,N,2
38.01359,-122.11398,304.13,0.33,0.56,2023-07-25,0919,N,VIIRS,n,2,292.18,0.96,N,2
37.45424,-121.93329,308.43,0.32,0.55,2023-07-25,0919,N,VIIRS,n,2,286.98,0.87,N,2
36.3586,-114.91058,313.25,0.43,0.38,2023-07-25,0919,N,VIIRS,n,2,298.45,2.96,N,2
36.20018,-115.99762,329.51,0.47,0.4,2023-07-25,0920,N,VIIRS,n,2,297.86,7.4,N,0
34.60667,-117.33811,309.83,0.51,0.41,2023-07-25,0920,N,VIIRS,n,2,294.77,2.91,N,2
34.43153,-118.64627,310.18,0.4,0.44,2023-07-25,0920,N,VIIRS,n,2,292.52,0.83,N,2
34.33581,-118.51965,314.05,0.39,0.44,2023-07-25,0920,N,VIIRS,n,2,288.5,0.56,N,2
34.3362,-118.52139,310.49,0.39,0.44,2023-07-25,0920,N,VIIRS,n,2,288.67,0.34,N,2
34.31873,-118.51177,306.59,0.39,0.44,2023-07-25,0920,N,VIIRS,n,2,290.82,0.37,N,2
34.29171,-118.80361,303.71,0.4,0.44,2023-07-25,0920,N,VIIRS,n,2,291.63,0.61,N,2
34.14205,-117.42986,306,0.51,0.41,2023-07-25,0920,N,VIIRS,n,2,293.42,0.54,N,2
33.75814,-114.48573,340.48,0.4,0.37,2023-07-25,0920,N,VIIRS,n,2,300.17,16.28,N,0
34.1529,-118.19749,304.22,0.56,0.43,2023-07-25,0920,N,VIIRS,n,2,292.06,0.85,N,2
33.93073,-117.84226,301.78,0.53,0.42,2023-07-25,0920,N,VIIRS,n,2,291.51,0.95,N,0
33.79494,-117.47646,307.06,0.51,0.41,2023-07-25,0920,N,VIIRS,n,2,293.34,0.97,N,2
33.79257,-117.47777,303.09,0.51,0.41,2023-07-25,0920,N,VIIRS,n,2,293,0.58,N,2
33.77773,-118.23757,305.23,0.56,0.43,2023-07-25,0920,N,VIIRS,n,2,294.2,1.36,N,2
33.71648,-117.70968,307.63,0.52,0.42,2023-07-25,0920,N,VIIRS,n,2,291.51,1.14,N,2
33.61222,-117.82605,301.73,0.53,0.42,2023-07-25,0920,N,VIIRS,n,2,290.28,1.09,N,2
33.61469,-117.82147,307.79,0.53,0.42,2023-07-25,0920,N,VIIRS,n,2,290.83,0.66,N,2
32.32296,-115.28675,308.69,0.41,0.37,2023-07-25,0921,N,VIIRS,n,2,297.62,1.93,N,0
32.49871,-116.78871,306.95,0.46,0.39,2023-07-25,0921,N,VIIRS,n,2,291.74,0.53,N,2
32.49575,-116.79443,303.04,0.46,0.39,2023-07-25,0921,N,VIIRS,n,2,291.66,0.53,N,2
32.49213,-116.79511,304.67,0.46,0.39,2023-07-25,0921,N,VIIRS,n,2,291.45,0.53,N,2
32.47353,-117.06398,300.15,0.47,0.4,2023-07-25,0921,N,VIIRS,n,2,289.73,0.36,N,0
40.74697,-122.33832,323.67,0.42,0.61,2023-07-25,1059,N,VIIRS,n,2,292.67,7.37,N,3
40.74569,-122.33386,367,0.42,0.61,2023-07-25,1059,N,VIIRS,h,2,294.78,7.37,N,0
38.07132,-122.14098,304.54,0.51,0.66,2023-07-25,1100,N,VIIRS,n,2,293.91,1.26,N,2
38.07082,-122.1409,304.6,0.51,0.66,2023-07-25,1100,N,VIIRS,n,2,293.13,1.47,N,2
38.01701,-122.11482,304.14,0.51,0.66,2023-07-25,1100,N,VIIRS,n,2,292.99,1.56,N,2
37.28317,-120.59583,297.22,0.64,0.72,2023-07-25,1100,N,VIIRS,n,2,286.38,0.68,N,0
37.28552,-120.59341,299.23,0.64,0.72,2023-07-25,1100,N,VIIRS,n,2,286.47,0.78,N,0
30.07288,-115.36912,344.7,0.42,0.37,2023-07-25,2038,N,VIIRS,l,2,318.23,7.68,D,0
30.07629,-115.3699,350.9,0.42,0.37,2023-07-25,2038,N,VIIRS,n,2,319.71,13.07,D,0
32.05336,-116.64864,347.22,0.44,0.38,2023-07-25,2039,N,VIIRS,l,2,314.61,7.73,D,0
32.50966,-115.17391,367,0.4,0.37,2023-07-25,2039,N,VIIRS,h,2,319.52,11.66,D,0
34.40837,-118.45802,341.31,0.48,0.4,2023-07-25,2039,N,VIIRS,l,2,314.77,8.4,D,0
39.09613,-122.19164,337.86,0.39,0.44,2023-07-25,2041,N,VIIRS,n,2,308.87,3.55,D,0
39.2656,-122.00957,338.13,0.56,0.43,2023-07-25,2041,N,VIIRS,l,2,313,3.89,D,0
39.353,-122.0409,341,0.56,0.43,2023-07-25,2041,N,VIIRS,n,2,310.8,8.08,D,0
39.56921,-122.0076,338.91,0.56,0.43,2023-07-25,2041,N,VIIRS,n,2,310.6,2.66,D,0
39.57223,-122.00879,339.77,0.56,0.43,2023-07-25,2041,N,VIIRS,n,2,306.95,7.41,D,0
39.72732,-122.05037,348.24,0.55,0.43,2023-07-25,2041,N,VIIRS,n,2,320.96,10.87,D,0
39.73116,-122.0517,344.98,0.55,0.43,2023-07-25,2041,N,VIIRS,n,2,313.14,10.87,D,0
32.31725,-115.21882,367,0.37,0.58,2023-07-27,2001,N,VIIRS,h,2,306.08,6.59,D,0
32.3163,-115.22268,349.9,0.37,0.58,2023-07-27,2001,N,VIIRS,n,2,304.88,6.59,D,0
32.32152,-115.22446,336.25,0.37,0.58,2023-07-27,2001,N,VIIRS,n,2,302.76,3.97,D,0
32.72905,-114.58923,367,0.33,0.56,2023-07-27,2001,N,VIIRS,h,2,307.02,18.03,D,0
32.73138,-114.59099,367,0.33,0.56,2023-07-27,2001,N,VIIRS,h,2,301.96,5.82,D,0
32.73224,-114.58748,337.07,0.33,0.56,2023-07-27,2001,N,VIIRS,n,2,305.35,5.82,D,0
33.95164,-116.52513,348.39,0.4,0.6,2023-07-27,2002,N,VIIRS,n,2,316.83,9.69,D,0
35.53686,-115.45323,367,0.32,0.55,2023-07-27,2002,N,VIIRS,h,2,317.15,4.73,D,2
34.80672,-118.32006,343.51,0.48,0.64,2023-07-27,2002,N,VIIRS,l,2,315.89,5.81,D,0
35.69668,-119.986,340.7,0.55,0.68,2023-07-27,2002,N,VIIRS,l,2,312.29,9.02,D,0
36.17099,-119.87399,356.71,0.53,0.67,2023-07-27,2003,N,VIIRS,l,2,310.2,9.31,D,0
36.16935,-119.87968,356.73,0.53,0.67,2023-07-27,2003,N,VIIRS,l,2,310.16,9.31,D,0
36.16771,-119.88539,356.71,0.53,0.67,2023-07-27,2003,N,VIIRS,l,2,311.81,33.54,D,0
36.1753,-119.88221,339.48,0.53,0.67,2023-07-27,2003,N,VIIRS,n,2,309.01,9.31,D,0
36.17693,-119.87653,356.7,0.53,0.67,2023-07-27,2003,N,VIIRS,l,2,308.89,9.31,D,0
36.21259,-119.89185,351.47,0.53,0.67,2023-07-27,2003,N,VIIRS,n,2,308.19,3.33,D,0
36.23754,-119.91815,342.67,0.53,0.67,2023-07-27,2003,N,VIIRS,n,2,307.78,8.05,D,0
38.68433,-120.63645,354.08,0.49,0.65,2023-07-27,2003,N,VIIRS,n,2,300.87,8.81,D,0
38.48939,-121.8457,367,0.57,0.69,2023-07-27,2003,N,VIIRS,h,2,310.44,31.26,D,0
38.49128,-121.83937,334.04,0.57,0.69,2023-07-27,2003,N,VIIRS,n,2,303.78,18.56,D,0
38.49181,-121.84241,367,0.57,0.69,2023-07-27,2003,N,VIIRS,h,2,306.86,18.45,D,0
38.48988,-121.84872,356.5,0.57,0.69,2023-07-27,2003,N,VIIRS,n,2,307.55,18.45,D,0
38.49761,-121.98412,367,0.58,0.7,2023-07-27,2003,N,VIIRS,h,2,305.3,8.12,D,0
38.52538,-121.93875,338.81,0.58,0.69,2023-07-27,2003,N,VIIRS,n,2,306.53,6.62,D,0
38.52643,-121.94172,336.93,0.58,0.69,2023-07-27,2003,N,VIIRS,n,2,305.98,5.39,D,0
39.29147,-121.64377,343.77,0.53,0.67,2023-07-27,2004,N,VIIRS,n,2,301.19,7.71,D,0
30.75125,-115.39323,367,0.57,0.69,2023-07-27,2141,N,VIIRS,h,2,297.86,262.15,D,0
30.75071,-115.40454,354.74,0.57,0.69,2023-07-27,2141,N,VIIRS,n,2,299.81,182.45,D,0
30.75099,-115.39859,367,0.57,0.69,2023-07-27,2141,N,VIIRS,l,2,333.35,182.45,D,0
31.61278,-116.44016,334.63,0.5,0.66,2023-07-27,2142,N,VIIRS,n,2,297.59,2.31,D,0
32.30185,-115.23826,336.92,0.6,0.7,2023-07-27,2142,N,VIIRS,n,2,301.2,4.88,D,0
32.30846,-115.23859,345.78,0.6,0.7,2023-07-27,2142,N,VIIRS,n,2,301.09,4.88,D,0
32.72548,-114.5878,331.96,0.65,0.73,2023-07-27,2142,N,VIIRS,n,2,296.67,1.94,D,0
38.48552,-121.84219,342.61,0.57,0.52,2023-07-27,2144,N,VIIRS,l,2,313.81,5.29,D,0
38.49036,-121.8427,345.52,0.57,0.52,2023-07-27,2144,N,VIIRS,n,2,313.74,13.71,D,0
38.48986,-121.84941,344.04,0.57,0.52,2023-07-27,2144,N,VIIRS,n,2,312.24,7.71,D,0
38.4896,-121.98341,334.98,0.56,0.52,2023-07-27,2144,N,VIIRS,l,2,308.98,5.85,D,0
38.49921,-121.98441,333.52,0.56,0.52,2023-07-27,2144,N,VIIRS,l,2,307,2.48,D,0
38.48886,-121.84358,352.83,0.57,0.52,2023-07-27,2144,N,VIIRS,n,2,316.04,12.71,D,0
38.48841,-121.85029,338.1,0.57,0.52,2023-07-27,2144,N,VIIRS,l,2,312.26,12.71,D,0
38.49857,-121.98553,344.08,0.56,0.52,2023-07-27,2144,N,VIIRS,n,2,308.6,4.37,D,0
39.27649,-121.61491,346.44,0.6,0.53,2023-07-27,2144,N,VIIRS,n,2,311.32,11.09,D,0
40.82006,-114.25723,303.47,0.76,0.77,2023-07-28,0821,N,VIIRS,n,2,289.76,1.6,N,2
36.35611,-114.91212,311.3,0.79,0.78,2023-07-28,0823,N,VIIRS,n,2,295.58,4.98,N,2
30.74577,-115.41095,305.7,0.79,0.78,2023-07-28,0824,N,VIIRS,n,2,288.57,1.54,N,0
40.82081,-114.25805,319.64,0.42,0.45,2023-07-28,1002,N,VIIRS,n,2,291.85,2.07,N,2
41.17041,-121.35839,299.68,0.38,0.36,2023-07-28,1002,N,VIIRS,n,2,287.28,0.47,N,0
39.6189,-119.26558,310.24,0.42,0.38,2023-07-28,1003,N,VIIRS,n,2,290.61,1.32,N,2
39.5624,-119.52116,304.83,0.41,0.37,2023-07-28,1003,N,VIIRS,n,2,291.52,0.92,N,0
39.49169,-119.62203,304.41,0.41,0.37,2023-07-28,1003,N,VIIRS,n,2,290.97,0.7,N,0
39.64116,-121.78148,314.78,0.38,0.36,2023-07-28,1003,N,VIIRS,n,2,290.48,0.95,N,0
39.63787,-121.78236,306.34,0.38,0.36,2023-07-28,1003,N,VIIRS,n,2,288.79,0.95,N,0
38.96658,-122.00848,308.66,0.38,0.36,2023-07-28,1003,N,VIIRS,n,2,289.82,0.85,N,0
38.24471,-120.09348,306.81,0.41,0.37,2023-07-28,1003,N,VIIRS,n,2,288.94,1.34,N,0
38.24215,-120.09901,306.41,0.41,0.37,2023-07-28,1003,N,VIIRS,n,2,287.67,1.14,N,0
38.24133,-120.09435,310.15,0.41,0.37,2023-07-28,1003,N,VIIRS,n,2,288.4,0.88,N,0
38.23795,-120.09525,301.95,0.41,0.37,2023-07-28,1003,N,VIIRS,n,2,287.72,0.88,N,0
37.88304,-118.9052,367,0.45,0.39,2023-07-28,1003,N,VIIRS,h,2,309.85,11.43,N,0
37.8821,-118.90021,313.6,0.45,0.39,2023-07-28,1003,N,VIIRS,n,2,286.99,11.43,N,0
37.87955,-118.90627,330.67,0.45,0.39,2023-07-28,1003,N,VIIRS,n,2,285.97,4.19,N,0
38.3131,-121.83284,299.45,0.39,0.36,2023-07-28,1003,N,VIIRS,n,2,288.05,0.25,N,2
38.21502,-121.98334,301.3,0.39,0.36,2023-07-28,1003,N,VIIRS,n,2,287.7,0.23,N,2
37.77803,-119.55925,295.08,0.43,0.38,2023-07-28,1003,N,VIIRS,n,2,283.68,0.86,N,0
37.77718,-119.55463,302.27,0.43,0.38,2023-07-28,1003,N,VIIRS,n,2,284.44,0.86,N,0
38.16062,-122.56639,295.73,0.38,0.36,2023-07-28,1003,N,VIIRS,n,2,282.8,0.53,N,2
38.06908,-122.13747,303.79,0.38,0.36,2023-07-28,1003,N,VIIRS,n,2,291.27,1.09,N,2
37.88326,-121.18434,311.77,0.39,0.36,2023-07-28,1003,N,VIIRS,n,2,289.3,0.99,N,2
38.00328,-121.93482,300.61,0.39,0.36,2023-07-28,1003,N,VIIRS,n,2,288.55,0.42,N,2
38.01477,-122.11292,312.03,0.38,0.36,2023-07-28,1003,N,VIIRS,n,2,294.77,1.52,N,2
37.75438,-121.65925,304.56,0.39,0.36,2023-07-28,1003,N,VIIRS,n,2,286.12,0.33,N,2
36.35593,-114.91106,315.75,0.48,0.48,2023-07-28,1003,N,VIIRS,n,2,297.75,2.49,N,2
37.09676,-119.2714,313.12,0.45,0.39,2023-07-28,1003,N,VIIRS,n,2,286.99,1.36,N,0
37.4545,-121.93053,307.52,0.39,0.36,2023-07-28,1003,N,VIIRS,n,2,288.27,0.48,N,2
37.18503,-121.67933,299.81,0.39,0.36,2023-07-28,1003,N,VIIRS,n,2,286.97,0.34,N,2
36.53561,-119.95085,314.66,0.43,0.38,2023-07-28,1004,N,VIIRS,n,2,290.4,1.24,N,0
36.22468,-119.23724,329.64,0.46,0.39,2023-07-28,1004,N,VIIRS,n,2,293.64,4.41,N,0
36.22113,-119.23824,327.15,0.46,0.39,2023-07-28,1004,N,VIIRS,n,2,290.8,4.41,N,0
34.62241,-117.10082,306.49,0.4,0.45,2023-07-28,1004,N,VIIRS,n,2,294.73,0.64,N,2
34.60868,-117.33747,311.8,0.39,0.44,2023-07-28,1004,N,VIIRS,n,2,293.92,1.54,N,2
34.35302,-116.85234,307.76,0.42,0.45,2023-07-28,1004,N,VIIRS,n,2,293.73,1.55,N,2
34.43138,-118.64521,303.33,0.52,0.41,2023-07-28,1004,N,VIIRS,n,2,290.9,0.84,N,2
34.14191,-117.42987,305.5,0.4,0.44,2023-07-28,1004,N,VIIRS,n,2,292.56,0.3,N,2
34.33513,-118.52158,314.02,0.52,0.42,2023-07-28,1004,N,VIIRS,n,2,294.56,1.72,N,2
34.3335,-118.52304,306.15,0.52,0.42,2023-07-28,1004,N,VIIRS,n,2,293.9,1.12,N,2
34.29003,-118.80248,308.49,0.51,0.41,2023-07-28,1004,N,VIIRS,n,2,290.94,1.05,N,2
34.2903,-118.80364,306.36,0.51,0.41,2023-07-28,1004,N,VIIRS,n,2,290.5,0.59,N,2
34.15379,-118.19315,319.43,0.55,0.42,2023-07-28,1004,N,VIIRS,n,2,292.21,1.81,N,2
33.79551,-117.47411,305.43,0.4,0.44,2023-07-28,1004,N,VIIRS,n,2,292.11,0.85,N,2
33.79233,-117.47738,308.62,0.4,0.44,2023-07-28,1004,N,VIIRS,n,2,291.37,0.78,N,2
33.85218,-118.33132,305.01,0.55,0.42,2023-07-28,1004,N,VIIRS,n,2,294.56,2.01,N,2
33.71428,-117.71281,304.82,0.39,0.44,2023-07-28,1004,N,VIIRS,n,2,288.61,0.31,N,2
33.46547,-116.67979,324.69,0.45,0.47,2023-07-28,1004,N,VIIRS,n,2,293.55,2.15,N,0
33.46749,-116.68918,306.36,0.45,0.47,2023-07-28,1004,N,VIIRS,n,2,294.51,2.7,N,0
33.46544,-116.70036,343.86,0.45,0.47,2023-07-28,1004,N,VIIRS,n,2,296.26,7.39,N,0
33.46339,-116.6909,325.48,0.45,0.47,2023-07-28,1004,N,VIIRS,n,2,298.34,5.07,N,0
33.46127,-116.68113,327.57,0.45,0.47,2023-07-28,1004,N,VIIRS,n,2,296.57,3.86,N,0
33.46641,-116.70482,313.87,0.45,0.47,2023-07-28,1004,N,VIIRS,n,2,295.08,4.75,N,0
33.46232,-116.68601,311.5,0.45,0.47,2023-07-28,1004,N,VIIRS,n,2,297.18,5.07,N,0
33.46134,-116.7021,343.65,0.45,0.47,2023-07-28,1004,N,VIIRS,n,2,293.22,7.39,N,0
33.45931,-116.69276,332.73,0.45,0.47,2023-07-28,1004,N,VIIRS,n,2,293.51,5.07,N,0
33.45818,-116.68755,346.87,0.45,0.47,2023-07-28,1004,N,VIIRS,n,2,297.99,5.07,N,0
33.45706,-116.6824,332.78,0.45,0.47,2023-07-28,1004,N,VIIRS,n,2,296.63,3.86,N,0
33.4623,-116.7065,319.58,0.45,0.47,2023-07-28,1004,N,VIIRS,n,2,291.8,4.75,N,0
33.45175,-116.67866,308.71,0.45,0.47,2023-07-28,1004,N,VIIRS,n,2,291.79,1.1,N,0
33.61433,-117.82406,306.49,0.39,0.44,2023-07-28,1004,N,VIIRS,n,2,288.13,0.76,N,2
32.85717,-117.1488,299.71,0.44,0.46,2023-07-28,1004,N,VIIRS,n,2,288.13,0.29,N,2
32.49842,-116.7936,306.73,0.46,0.47,2023-07-28,1004,N,VIIRS,n,2,290.11,1.41,N,2
31.91213,-116.29211,367,0.79,0.78,2023-07-28,1943,N,VIIRS,h,2,304.45,23.47,D,0
31.90965,-116.30036,349.16,0.79,0.78,2023-07-28,1943,N,VIIRS,n,2,304.54,23.47,D,0
32.3121,-115.05656,331.77,0.66,0.73,2023-07-28,1943,N,VIIRS,n,2,297.85,4.84,D,0
31.90696,-116.29028,350.16,0.79,0.78,2023-07-28,1943,N,VIIRS,n,2,302.71,17.6,D,0
31.90443,-116.29851,336.48,0.79,0.78,2023-07-28,1943,N,VIIRS,n,2,303.09,17.17,D,0
31.91389,-116.29312,356.7,0.79,0.78,2023-07-28,1943,N,VIIRS,n,2,303.12,23.53,D,0
31.91137,-116.30133,338.97,0.79,0.78,2023-07-28,1943,N,VIIRS,n,2,304.2,16.28,D,0
32.31361,-115.05856,331.69,0.66,0.73,2023-07-28,1943,N,VIIRS,n,2,297.87,2.5,D,0
32.46831,-115.3331,337.17,0.68,0.74,2023-07-28,1943,N,VIIRS,n,2,297.11,4.03,D,0
32.46928,-115.33504,336.01,0.68,0.74,2023-07-28,1943,N,VIIRS,n,2,297.26,4.98,D,0
32.55875,-115.12882,336.58,0.66,0.73,2023-07-28,1943,N,VIIRS,n,2,297.99,7,D,0
33.45957,-116.6757,356.62,0.75,0.77,2023-07-28,1943,N,VIIRS,n,2,304.18,69.44,D,0
33.45719,-116.68351,355.63,0.75,0.77,2023-07-28,1943,N,VIIRS,n,2,322.44,145.04,D,0
33.45537,-116.68952,355.75,0.76,0.77,2023-07-28,1943,N,VIIRS,n,2,311.74,145.04,D,0
33.46634,-116.67867,367,0.75,0.77,2023-07-28,1943,N,VIIRS,h,2,326.63,271.47,D,0
33.46201,-116.69291,367,0.76,0.77,2023-07-28,1943,N,VIIRS,h,2,305.17,158.49,D,0
33.45988,-116.69991,357.19,0.76,0.77,2023-07-28,1943,N,VIIRS,n,2,303.67,36.67,D,0
33.47529,-116.67445,367,0.75,0.77,2023-07-28,1943,N,VIIRS,h,2,297.46,271.47,D,0
33.47276,-116.6828,367,0.75,0.77,2023-07-28,1943,N,VIIRS,h,2,327.27,271.47,D,0
33.46825,-116.69766,341.44,0.76,0.77,2023-07-28,1943,N,VIIRS,n,2,283.61,158.49,D,0
33.4659,-116.70542,335.39,0.76,0.77,2023-07-28,1943,N,VIIRS,n,2,292.89,36.67,D,0
33.47041,-116.69054,272.69,0.75,0.77,2023-07-28,1943,N,VIIRS,l,2,309.78,158.49,D,0
33.47897,-116.68764,367,0.75,0.77,2023-07-28,1943,N,VIIRS,h,2,297.93,39.98,D,0
33.47677,-116.69488,356.85,0.75,0.77,2023-07-28,1943,N,VIIRS,n,2,297.04,43.22,D,0
33.45546,-116.6763,367,0.75,0.77,2023-07-28,1943,N,VIIRS,h,2,305.37,63.39,D,0
33.45316,-116.68369,356.04,0.75,0.77,2023-07-28,1943,N,VIIRS,n,2,312.39,63.39,D,0
33.4512,-116.69001,336.18,0.75,0.77,2023-07-28,1943,N,VIIRS,n,2,299.82,119.43,D,0
33.46012,-116.68604,367,0.75,0.77,2023-07-28,1943,N,VIIRS,h,2,313.94,63.39,D,0
33.45826,-116.69208,367,0.75,0.77,2023-07-28,1943,N,VIIRS,h,2,313.9,119.43,D,0
33.46247,-116.67848,352.97,0.75,0.77,2023-07-28,1943,N,VIIRS,n,2,306.56,63.39,D,0
33.45628,-116.69844,221.52,0.76,0.77,2023-07-28,1943,N,VIIRS,l,2,314.02,119.43,D,0
33.47166,-116.67359,367,0.75,0.77,2023-07-28,1943,N,VIIRS,h,2,299.34,213.29,D,0
33.46463,-116.69635,355.52,0.75,0.77,2023-07-28,1943,N,VIIRS,n,2,296.35,40.61,D,0
33.46228,-116.7039,346.34,0.76,0.77,2023-07-28,1943,N,VIIRS,n,2,296.42,40.61,D,0
33.46907,-116.68198,367,0.75,0.77,2023-07-28,1943,N,VIIRS,l,2,340.73,205.52,D,0
33.46671,-116.68958,275.07,0.75,0.77,2023-07-28,1943,N,VIIRS,l,2,307.27,205.52,D,0
33.47787,-116.67838,354.22,0.75,0.77,2023-07-28,1943,N,VIIRS,n,2,295.96,213.29,D,0
33.47532,-116.68661,352.74,0.75,0.77,2023-07-28,1943,N,VIIRS,n,2,312.26,205.52,D,0
33.47305,-116.69395,340.59,0.75,0.77,2023-07-28,1943,N,VIIRS,n,2,300.69,205.52,D,0
35.19368,-115.31474,351.49,0.58,0.69,2023-07-28,1943,N,VIIRS,n,2,310.62,23.58,D,0
35.20183,-115.31037,335.96,0.57,0.69,2023-07-28,1943,N,VIIRS,l,2,307.75,23.58,D,0
35.19999,-115.31675,356.11,0.58,0.69,2023-07-28,1943,N,VIIRS,n,2,317.35,23.58,D,0
35.53107,-115.45422,332.62,0.57,0.69,2023-07-28,1943,N,VIIRS,l,2,304.29,6.19,D,0
35.554,-115.4701,349.11,0.57,0.69,2023-07-28,1943,N,VIIRS,n,2,306.86,5.15,D,2
35.5771,-115.48545,337.62,0.57,0.69,2023-07-28,1943,N,VIIRS,n,2,307.08,7.18,D,2
36.45063,-114.76254,340.02,0.5,0.66,2023-07-28,1944,N,VIIRS,l,2,311.58,6.37,D,0
36.4491,-114.76789,348.02,0.5,0.66,2023-07-28,1944,N,VIIRS,n,2,312.02,6.37,D,0
36.44758,-114.77325,341.67,0.5,0.66,2023-07-28,1944,N,VIIRS,l,2,313.45,9.61,D,0
36.4237,-114.88048,337.17,0.51,0.66,2023-07-28,1944,N,VIIRS,l,2,311.74,5.39,D,0
36.42217,-114.88587,342.28,0.51,0.66,2023-07-28,1944,N,VIIRS,n,2,311.03,4.39,D,0
36.42065,-114.8912,347.57,0.51,0.66,2023-07-28,1944,N,VIIRS,n,2,310.74,4.39,D,0
32.45725,-114.98486,343.31,0.33,0.55,2023-07-28,2123,N,VIIRS,n,2,307.61,1.86,D,0
32.4699,-115.02175,340.23,0.33,0.55,2023-07-28,2123,N,VIIRS,n,2,304.27,2.06,D,0
32.56803,-114.91109,367,0.33,0.55,2023-07-28,2123,N,VIIRS,h,2,307.98,14.72,D,0
32.56775,-114.91468,341.38,0.33,0.55,2023-07-28,2123,N,VIIRS,n,2,299.52,7.44,D,0
32.7296,-114.58539,353.87,0.35,0.57,2023-07-28,2123,N,VIIRS,n,2,307.19,7.61,D,0
32.72852,-114.58637,367,0.35,0.57,2023-07-28,2123,N,VIIRS,h,2,307.99,8.68,D,0
33.45346,-116.6819,367,0.54,0.51,2023-07-28,2123,N,VIIRS,h,2,345.35,82.7,D,0
33.45289,-116.68859,367,0.54,0.51,2023-07-28,2123,N,VIIRS,h,2,306.13,82.7,D,0
33.45396,-116.67599,350.11,0.54,0.51,2023-07-28,2123,N,VIIRS,n,2,308.1,34.72,D,0
33.45757,-116.68919,367,0.54,0.51,2023-07-28,2123,N,VIIRS,h,2,321.91,82.7,D,0
33.45909,-116.67117,338.48,0.54,0.51,2023-07-28,2123,N,VIIRS,n,2,301.68,34.72,D,0
33.45863,-116.67672,352.72,0.54,0.51,2023-07-28,2123,N,VIIRS,n,2,310.59,34.72,D,0
33.45812,-116.68268,352.71,0.54,0.51,2023-07-28,2123,N,VIIRS,n,2,315.8,82.7,D,0
33.457,-116.69595,356.64,0.54,0.5,2023-07-28,2123,N,VIIRS,n,2,321.23,51.61,D,0
33.46329,-116.67744,367,0.54,0.51,2023-07-28,2123,N,VIIRS,h,2,334.75,413.23,D,0
33.46541,-116.65253,340.16,0.54,0.51,2023-07-28,2123,N,VIIRS,n,2,297.87,9.53,D,0
33.46481,-116.65959,353.87,0.54,0.51,2023-07-28,2123,N,VIIRS,n,2,296.73,226.01,D,0
33.46426,-116.66602,345.76,0.54,0.51,2023-07-28,2123,N,VIIRS,n,2,306.43,226.01,D,0
33.4628,-116.68324,352.82,0.54,0.51,2023-07-28,2123,N,VIIRS,n,2,319.24,33.53,D,0
33.46228,-116.6894,350.94,0.54,0.51,2023-07-28,2123,N,VIIRS,n,2,317.36,33.53,D,0
33.46174,-116.69576,351.95,0.54,0.5,2023-07-28,2123,N,VIIRS,n,2,316.09,14.35,D,0
33.46377,-116.6718,367,0.54,0.51,2023-07-28,2123,N,VIIRS,l,2,338.79,413.23,D,0
33.46957,-116.65926,367,0.54,0.51,2023-07-28,2123,N,VIIRS,h,2,294.88,226.01,D,0
33.46899,-116.66606,367,0.54,0.51,2023-07-28,2123,N,VIIRS,h,2,349.02,226.01,D,0
33.467,-116.68947,367,0.54,0.51,2023-07-28,2123,N,VIIRS,h,2,331.71,33.53,D,0
33.47015,-116.65242,350.7,0.54,0.51,2023-07-28,2123,N,VIIRS,n,2,296.5,9.53,D,0
33.46648,-116.69557,345.32,0.54,0.5,2023-07-28,2123,N,VIIRS,n,2,315.42,14.35,D,0
33.46846,-116.67226,367,0.54,0.51,2023-07-28,2123,N,VIIRS,l,2,380.62,413.23,D,0
33.46799,-116.67786,367,0.54,0.51,2023-07-28,2123,N,VIIRS,l,2,364.51,413.23,D,0
33.4675,-116.68356,355.77,0.54,0.51,2023-07-28,2123,N,VIIRS,l,2,335.96,33.53,D,0
33.47269,-116.67812,367,0.54,0.51,2023-07-28,2123,N,VIIRS,h,2,334.34,177.72,D,0
33.47173,-116.68949,367,0.54,0.51,2023-07-28,2123,N,VIIRS,h,2,323.32,30.8,D,0
33.47121,-116.69545,367,0.54,0.5,2023-07-28,2123,N,VIIRS,h,2,319.5,28.3,D,0
33.47488,-116.65263,334.67,0.54,0.51,2023-07-28,2123,N,VIIRS,n,2,298.57,7.99,D,0
33.47431,-116.65925,352.2,0.54,0.51,2023-07-28,2123,N,VIIRS,n,2,294.62,94.83,D,0
33.47372,-116.66611,354.3,0.54,0.51,2023-07-28,2123,N,VIIRS,n,2,309.51,94.83,D,0
33.47222,-116.68375,355.47,0.54,0.51,2023-07-28,2123,N,VIIRS,n,2,325.48,30.8,D,0
33.47318,-116.67252,367,0.54,0.51,2023-07-28,2123,N,VIIRS,l,2,341.02,177.72,D,0
33.47695,-116.68375,367,0.54,0.51,2023-07-28,2123,N,VIIRS,h,2,310.78,30.8,D,0
