LAT,LON,WS10M,DATE
32.5,-120.0,5.86,2023-09-16
33.0,-124.375,5.16,2023-09-16
33.0,-123.75,5.67,2023-09-16
33.0,-123.125,6.09,2023-09-16
33.0,-122.5,6.47,2023-09-16
33.0,-121.875,6.76,2023-09-16
33.0,-121.25,6.52,2023-09-16
33.0,-120.625,6.05,2023-09-16
33.0,-120.0,5.47,2023-09-16
33.5,-124.375,5.26,2023-09-16
33.5,-123.75,5.65,2023-09-16
33.5,-123.125,5.98,2023-09-16
33.5,-122.5,6.28,2023-09-16
33.5,-121.875,6.4,2023-09-16
33.5,-121.25,6.1,2023-09-16
33.5,-120.625,5.79,2023-09-16
33.5,-120.0,5.32,2023-09-16
34.0,-124.375,5.24,2023-09-16
34.0,-123.75,5.58,2023-09-16
34.0,-123.125,5.76,2023-09-16
34.0,-122.5,5.9,2023-09-16
34.0,-121.875,5.92,2023-09-16
34.0,-121.25,5.66,2023-09-16
34.0,-120.625,5.58,2023-09-16
34.0,-120.0,4.82,2023-09-16
34.5,-124.375,5.13,2023-09-16
34.5,-123.75,5.35,2023-09-16
34.5,-123.125,5.4,2023-09-16
34.5,-122.5,5.33,2023-09-16
34.5,-121.875,5.34,2023-09-16
34.5,-121.25,5.31,2023-09-16
34.5,-120.625,4.97,2023-09-16
34.5,-120.0,2.81,2023-09-16
35.0,-124.375,4.95,2023-09-16
35.0,-123.75,4.86,2023-09-16
35.0,-123.125,4.68,2023-09-16
35.0,-122.5,4.59,2023-09-16
35.0,-121.875,4.69,2023-09-16
35.0,-121.25,4.59,2023-09-16
35.0,-120.625,3.58,2023-09-16
35.0,-120.0,2.16,2023-09-16
35.5,-124.375,4.59,2023-09-16
35.5,-123.75,4.3,2023-09-16
35.5,-123.125,3.8,2023-09-16
35.5,-122.5,3.88,2023-09-16
35.5,-121.875,4.12,2023-09-16
35.5,-121.25,3.6,2023-09-16
35.5,-120.625,3.75,2023-09-16
35.5,-120.0,4.05,2023-09-16
36.0,-124.375,3.77,2023-09-16
36.0,-123.75,3.65,2023-09-16
36.0,-123.125,3.36,2023-09-16
36.0,-122.5,3.24,2023-09-16
36.0,-121.875,3.24,2023-09-16
36.0,-121.25,2.66,2023-09-16
36.0,-120.625,3.14,2023-09-16
36.0,-120.0,3.99,2023-09-16
36.5,-124.375,3.18,2023-09-16
36.5,-123.75,3.08,2023-09-16
36.5,-123.125,3.09,2023-09-16
36.5,-122.5,3.15,2023-09-16
36.5,-121.875,2.85,2023-09-16
36.5,-121.25,2.65,2023-09-16
36.5,-120.625,2.02,2023-09-16
36.5,-120.0,2.56,2023-09-16
37.0,-124.375,3.01,2023-09-16
37.0,-123.75,2.71,2023-09-16
37.0,-123.125,2.58,2023-09-16
37.0,-122.5,2.88,2023-09-16
37.0,-121.875,2.41,2023-09-16
37.0,-121.25,3.74,2023-09-16
37.0,-120.625,4.12,2023-09-16
37.0,-120.0,2.99,2023-09-16
37.5,-124.375,2.44,2023-09-16
37.5,-123.75,2.41,2023-09-16
37.5,-123.125,2.52,2023-09-16
37.5,-122.5,3.34,2023-09-16
37.5,-121.875,3.8,2023-09-16
37.5,-121.25,3.93,2023-09-16
37.5,-120.625,3.44,2023-09-16
37.5,-120.0,2.1,2023-09-16
38.0,-124.375,1.68,2023-09-16
38.0,-123.75,1.96,2023-09-16
38.0,-123.125,2.76,2023-09-16
38.0,-122.5,3.75,2023-09-16
38.0,-121.875,5.16,2023-09-16
38.0,-121.25,4.3,2023-09-16
38.0,-120.625,2.35,2023-09-16
38.0,-120.0,2.29,2023-09-16
38.5,-124.375,1.75,2023-09-16
38.5,-123.75,2.15,2023-09-16
38.5,-123.125,2.63,2023-09-16
38.5,-122.5,3.88,2023-09-16
38.5,-121.875,5.13,2023-09-16
38.5,-121.25,3.97,2023-09-16
38.5,-120.625,2.13,2023-09-16
38.5,-120.0,2.05,2023-09-16
39.0,-124.375,1.38,2023-09-16
39.0,-123.75,1.93,2023-09-16
39.0,-123.125,1.66,2023-09-16
39.0,-122.5,2.32,2023-09-16
39.0,-121.875,3.51,2023-09-16
39.0,-121.25,3.23,2023-09-16
39.0,-120.625,1.94,2023-09-16
39.0,-120.0,1.6,2023-09-16
39.5,-124.375,1.06,2023-09-16
39.5,-123.75,1.65,2023-09-16
39.5,-123.125,1.52,2023-09-16
39.5,-122.5,1.46,2023-09-16
39.5,-121.875,3.01,2023-09-16
39.5,-121.25,2.46,2023-09-16
39.5,-120.625,1.74,2023-09-16
39.5,-120.0,1.76,2023-09-16
40.0,-124.375,1.41,2023-09-16
40.0,-123.75,1.3,2023-09-16
40.0,-123.125,1.15,2023-09-16
40.0,-122.5,1.97,2023-09-16
40.0,-121.875,2.94,2023-09-16
40.0,-121.25,1.6,2023-09-16
40.0,-120.625,1.32,2023-09-16
40.0,-120.0,2.13,2023-09-16
40.5,-124.375,1.74,2023-09-16
40.5,-123.75,1.4,2023-09-16
40.5,-123.125,1.13,2023-09-16
40.5,-122.5,1.62,2023-09-16
40.5,-121.875,2.41,2023-09-16
40.5,-121.25,1.32,2023-09-16
40.5,-120.625,2.07,2023-09-16
40.5,-120.0,2.39,2023-09-16
41.0,-124.375,1.67,2023-09-16
41.0,-123.75,1.28,2023-09-16
41.0,-123.125,1.21,2023-09-16
41.0,-122.5,1.33,2023-09-16
41.0,-121.875,1.56,2023-09-16
41.0,-121.25,1.62,2023-09-16
41.0,-120.625,2.32,2023-09-16
41.0,-120.0,2.24,2023-09-16
41.5,-124.375,1.69,2023-09-16
41.5,-123.75,1.23,2023-09-16
41.5,-123.125,1.2,2023-09-16
41.5,-122.5,1.18,2023-09-16
41.5,-121.875,1.29,2023-09-16
41.5,-121.25,1.87,2023-09-16
41.5,-120.625,2.39,2023-09-16
41.5,-120.0,2.19,2023-09-16
42.0,-124.375,1.6,2023-09-16
42.0,-123.75,1.27,2023-09-16
42.0,-123.125,1.22,2023-09-16
42.0,-122.5,1.06,2023-09-16
42.0,-121.875,1.6,2023-09-16
42.0,-121.25,2.52,2023-09-16
42.0,-120.625,2.44,2023-09-16
42.0,-120.0,2.48,2023-09-16
32.5,-119.375,6.95,2023-09-17
32.5,-118.75,6.61,2023-09-17
32.5,-118.125,5.12,2023-09-17
32.5,-117.5,3.92,2023-09-17
32.5,-116.875,3.51,2023-09-17
32.5,-116.25,4.18,2023-09-17
32.5,-115.625,3.91,2023-09-17
32.5,-115.0,2.41,2023-09-17
32.5,-114.375,2.94,2023-09-17
33.0,-119.375,6.82,2023-09-17
33.0,-118.75,6.14,2023-09-17
33.0,-118.125,4.35,2023-09-17
33.0,-117.5,3.9,2023-09-17
33.0,-116.875,4.41,2023-09-17
33.0,-116.25,5.41,2023-09-17
33.0,-115.625,3.98,2023-09-17
33.0,-115.0,2.54,2023-09-17
33.0,-114.375,2.52,2023-09-17
33.5,-119.375,6.42,2023-09-17
33.5,-118.75,5.18,2023-09-17
33.5,-118.125,3.37,2023-09-17
33.5,-117.5,3.19,2023-09-17
33.5,-116.875,2.67,2023-09-17
33.5,-116.25,2.83,2023-09-17
33.5,-115.625,2.74,2023-09-17
33.5,-115.0,3.08,2023-09-17
33.5,-114.375,3.44,2023-09-17
34.0,-119.375,4.49,2023-09-17
34.0,-118.75,3.14,2023-09-17
34.0,-118.125,2.58,2023-09-17
34.0,-117.5,2.3,2023-09-17
34.0,-116.875,2.01,2023-09-17
34.0,-116.25,2.57,2023-09-17
34.0,-115.625,2.79,2023-09-17
34.0,-115.0,3.05,2023-09-17
34.0,-114.375,3.39,2023-09-17
34.5,-119.375,1.54,2023-09-17
34.5,-118.75,2.37,2023-09-17
34.5,-118.125,2.84,2023-09-17
34.5,-117.5,2.51,2023-09-17
34.5,-116.875,2.67,2023-09-17
34.5,-116.25,2.9,2023-09-17
34.5,-115.625,3.12,2023-09-17
34.5,-115.0,2.95,2023-09-17
34.5,-114.375,3.13,2023-09-17
35.0,-119.375,1.25,2023-09-17
35.0,-118.75,1.7,2023-09-17
35.0,-118.125,2.15,2023-09-17
35.0,-117.5,2.12,2023-09-17
35.0,-116.875,2.52,2023-09-17
35.0,-116.25,2.67,2023-09-17
35.0,-115.625,3.53,2023-09-17
35.0,-115.0,3.16,2023-09-17
35.0,-114.375,3.31,2023-09-17
35.5,-119.375,4.1,2023-09-17
35.5,-118.75,1.91,2023-09-17
35.5,-118.125,2.17,2023-09-17
35.5,-117.5,1.53,2023-09-17
35.5,-116.875,2.1,2023-09-17
35.5,-116.25,2.05,2023-09-17
35.5,-115.625,3.28,2023-09-17
35.5,-115.0,2.81,2023-09-17
35.5,-114.375,3.12,2023-09-17
36.0,-119.375,4.23,2023-09-17
36.0,-118.75,1.92,2023-09-17
36.0,-118.125,2.57,2023-09-17
36.0,-117.5,1.89,2023-09-17
36.0,-116.875,1.42,2023-09-17
36.0,-116.25,2.28,2023-09-17
36.0,-115.625,2.81,2023-09-17
36.0,-115.0,2.19,2023-09-17
36.0,-114.375,2.3,2023-09-17
36.5,-119.375,2.35,2023-09-17
36.5,-118.75,1.98,2023-09-17
36.5,-118.125,2.54,2023-09-17
36.5,-117.5,1.89,2023-09-17
36.5,-116.875,2.22,2023-09-17
36.5,-116.25,2.76,2023-09-17
36.5,-115.625,2.82,2023-09-17
36.5,-115.0,2.25,2023-09-17
36.5,-114.375,2.7,2023-09-17
37.0,-119.375,2.07,2023-09-17
37.0,-118.75,2.31,2023-09-17
37.0,-118.125,2.2,2023-09-17
37.0,-117.5,2.39,2023-09-17
37.0,-116.875,3.06,2023-09-17
37.0,-116.25,3.1,2023-09-17
37.0,-115.625,2.58,2023-09-17
37.0,-115.0,2.54,2023-09-17
37.0,-114.375,3.06,2023-09-17
37.5,-119.375,2.13,2023-09-17
37.5,-118.75,2.59,2023-09-17
37.5,-118.125,2.36,2023-09-17
37.5,-117.5,2.93,2023-09-17
37.5,-116.875,3.29,2023-09-17
37.5,-116.25,2.9,2023-09-17
37.5,-115.625,2.51,2023-09-17
37.5,-115.0,2.79,2023-09-17
37.5,-114.375,3.41,2023-09-17
38.0,-119.375,2.05,2023-09-17
38.0,-118.75,2.85,2023-09-17
38.0,-118.125,2.93,2023-09-17
38.0,-117.5,2.83,2023-09-17
38.0,-116.875,2.7,2023-09-17
38.0,-116.25,2.17,2023-09-17
38.0,-115.625,1.96,2023-09-17
38.0,-115.0,2.58,2023-09-17
38.0,-114.375,3.24,2023-09-17
38.5,-119.375,1.49,2023-09-17
38.5,-118.75,3.44,2023-09-17
38.5,-118.125,3.48,2023-09-17
38.5,-117.5,2.98,2023-09-17
38.5,-116.875,2.35,2023-09-17
38.5,-116.25,1.69,2023-09-17
38.5,-115.625,1.51,2023-09-17
38.5,-115.0,2.44,2023-09-17
38.5,-114.375,2.63,2023-09-17
39.0,-119.375,1.87,2023-09-17
39.0,-118.75,3.16,2023-09-17
39.0,-118.125,3.51,2023-09-17
39.0,-117.5,2.72,2023-09-17
39.0,-116.875,2.24,2023-09-17
39.0,-116.25,1.75,2023-09-17
39.0,-115.625,1.78,2023-09-17
39.0,-115.0,2.25,2023-09-17
39.0,-114.375,2.2,2023-09-17
39.5,-119.375,2.07,2023-09-17
39.5,-118.75,2.23,2023-09-17
39.5,-118.125,2.31,2023-09-17
39.5,-117.5,1.89,2023-09-17
39.5,-116.875,2.09,2023-09-17
39.5,-116.25,2.39,2023-09-17
39.5,-115.625,1.85,2023-09-17
39.5,-115.0,2.05,2023-09-17
39.5,-114.375,2.27,2023-09-17
40.0,-119.375,2.13,2023-09-17
40.0,-118.75,2.09,2023-09-17
40.0,-118.125,1.69,2023-09-17
40.0,-117.5,1.74,2023-09-17
40.0,-116.875,1.72,2023-09-17
40.0,-116.25,2.42,2023-09-17
40.0,-115.625,1.85,2023-09-17
40.0,-115.0,1.87,2023-09-17
40.0,-114.375,2.31,2023-09-17
40.5,-119.375,1.96,2023-09-17
40.5,-118.75,1.68,2023-09-17
40.5,-118.125,1.39,2023-09-17
40.5,-117.5,1.39,2023-09-17
40.5,-116.875,1.82,2023-09-17
40.5,-116.25,2.25,2023-09-17
40.5,-115.625,2.21,2023-09-17
40.5,-115.0,2.22,2023-09-17
40.5,-114.375,2.12,2023-09-17
41.0,-119.375,2.0,2023-09-17
41.0,-118.75,1.26,2023-09-17
41.0,-118.125,1.15,2023-09-17
41.0,-117.5,1.57,2023-09-17
41.0,-116.875,2.14,2023-09-17
41.0,-116.25,2.25,2023-09-17
41.0,-115.625,2.25,2023-09-17
41.0,-115.0,2.41,2023-09-17
41.0,-114.375,2.17,2023-09-17
41.5,-119.375,1.96,2023-09-17
41.5,-118.75,1.54,2023-09-17
41.5,-118.125,0.85,2023-09-17
41.5,-117.5,1.53,2023-09-17
41.5,-116.875,2.15,2023-09-17
41.5,-116.25,2.28,2023-09-17
41.5,-115.625,2.32,2023-09-17
41.5,-115.0,2.62,2023-09-17
41.5,-114.375,2.72,2023-09-17
42.0,-119.375,1.7,2023-09-17
42.0,-118.75,1.8,2023-09-17
42.0,-118.125,1.62,2023-09-17
42.0,-117.5,1.95,2023-09-17
42.0,-116.875,2.34,2023-09-17
42.0,-116.25,2.77,2023-09-17
42.0,-115.625,2.99,2023-09-17
42.0,-115.0,3.09,2023-09-17
42.0,-114.375,3.39,2023-09-17
32.5,-124.375,3.33,2023-09-17
32.5,-123.75,3.61,2023-09-17
32.5,-123.125,3.84,2023-09-17
32.5,-122.5,4.17,2023-09-17
32.5,-121.875,5.1,2023-09-17
32.5,-121.25,6.01,2023-09-17
32.5,-120.625,6.89,2023-09-17
32.5,-120.0,7.3,2023-09-17
33.0,-124.375,3.38,2023-09-17
33.0,-123.75,3.55,2023-09-17
33.0,-123.125,3.86,2023-09-17
33.0,-122.5,4.41,2023-09-17
33.0,-121.875,5.34,2023-09-17
33.0,-121.25,6.13,2023-09-17
33.0,-120.625,6.82,2023-09-17
33.0,-120.0,7.19,2023-09-17
33.5,-124.375,3.07,2023-09-17
33.5,-123.75,3.4,2023-09-17
33.5,-123.125,3.82,2023-09-17
33.5,-122.5,4.5,2023-09-17
33.5,-121.875,5.33,2023-09-17
33.5,-121.25,6.04,2023-09-17
33.5,-120.625,6.8,2023-09-17
33.5,-120.0,7.24,2023-09-17
34.0,-124.375,2.57,2023-09-17
34.0,-123.75,3.12,2023-09-17
34.0,-123.125,3.66,2023-09-17
34.0,-122.5,4.35,2023-09-17
34.0,-121.875,5.09,2023-09-17
34.0,-121.25,5.67,2023-09-17
34.0,-120.625,6.67,2023-09-17
34.0,-120.0,6.57,2023-09-17
34.5,-124.375,2.75,2023-09-17
34.5,-123.75,3.11,2023-09-17
34.5,-123.125,3.56,2023-09-17
34.5,-122.5,4.04,2023-09-17
34.5,-121.875,4.6,2023-09-17
34.5,-121.25,5.14,2023-09-17
34.5,-120.625,5.76,2023-09-17
34.5,-120.0,4.05,2023-09-17
35.0,-124.375,3.04,2023-09-17
35.0,-123.75,3.14,2023-09-17
35.0,-123.125,3.33,2023-09-17
35.0,-122.5,3.6,2023-09-17
35.0,-121.875,4.26,2023-09-17
35.0,-121.25,4.68,2023-09-17
35.0,-120.625,4.07,2023-09-17
35.0,-120.0,2.69,2023-09-17
35.5,-124.375,3.21,2023-09-17
35.5,-123.75,3.05,2023-09-17
35.5,-123.125,2.88,2023-09-17
35.5,-122.5,3.09,2023-09-17
35.5,-121.875,3.95,2023-09-17
35.5,-121.25,4.07,2023-09-17
35.5,-120.625,4.16,2023-09-17
35.5,-120.0,4.49,2023-09-17
36.0,-124.375,2.98,2023-09-17
36.0,-123.75,2.78,2023-09-17
36.0,-123.125,2.5,2023-09-17
36.0,-122.5,2.82,2023-09-17
36.0,-121.875,3.32,2023-09-17
36.0,-121.25,3.32,2023-09-17
36.0,-120.625,3.56,2023-09-17
36.0,-120.0,4.14,2023-09-17
36.5,-124.375,2.78,2023-09-17
36.5,-123.75,2.7,2023-09-17
36.5,-123.125,2.65,2023-09-17
36.5,-122.5,2.88,2023-09-17
36.5,-121.875,2.94,2023-09-17
36.5,-121.25,3.58,2023-09-17
36.5,-120.625,2.73,2023-09-17
36.5,-120.0,3.21,2023-09-17
37.0,-124.375,3.3,2023-09-17
37.0,-123.75,2.96,2023-09-17
37.0,-123.125,2.75,2023-09-17
37.0,-122.5,3.17,2023-09-17
37.0,-121.875,2.69,2023-09-17
37.0,-121.25,4.11,2023-09-17
37.0,-120.625,4.49,2023-09-17
37.0,-120.0,3.6,2023-09-17
37.5,-124.375,3.23,2023-09-17
37.5,-123.75,3.14,2023-09-17
37.5,-123.125,2.8,2023-09-17
37.5,-122.5,3.71,2023-09-17
37.5,-121.875,4.19,2023-09-17
37.5,-121.25,4.04,2023-09-17
37.5,-120.625,3.96,2023-09-17
37.5,-120.0,1.9,2023-09-17
38.0,-124.375,2.06,2023-09-17
38.0,-123.75,2.35,2023-09-17
38.0,-123.125,2.92,2023-09-17
38.0,-122.5,3.82,2023-09-17
38.0,-121.875,4.93,2023-09-17
38.0,-121.25,4.02,2023-09-17
38.0,-120.625,2.78,2023-09-17
38.0,-120.0,1.99,2023-09-17
38.5,-124.375,1.63,2023-09-17
38.5,-123.75,2.01,2023-09-17
38.5,-123.125,2.66,2023-09-17
38.5,-122.5,4.05,2023-09-17
38.5,-121.875,4.74,2023-09-17
38.5,-121.25,3.78,2023-09-17
38.5,-120.625,1.75,2023-09-17
38.5,-120.0,1.68,2023-09-17
39.0,-124.375,1.46,2023-09-17
39.0,-123.75,2.0,2023-09-17
39.0,-123.125,1.82,2023-09-17
39.0,-122.5,2.52,2023-09-17
39.0,-121.875,3.8,2023-09-17
39.0,-121.25,3.4,2023-09-17
39.0,-120.625,1.49,2023-09-17
39.0,-120.0,1.52,2023-09-17
39.5,-124.375,1.55,2023-09-17
39.5,-123.75,1.94,2023-09-17
39.5,-123.125,1.43,2023-09-17
39.5,-122.5,1.7,2023-09-17
39.5,-121.875,3.94,2023-09-17
39.5,-121.25,2.26,2023-09-17
39.5,-120.625,1.55,2023-09-17
39.5,-120.0,1.59,2023-09-17
40.0,-124.375,1.78,2023-09-17
40.0,-123.75,1.38,2023-09-17
40.0,-123.125,1.26,2023-09-17
40.0,-122.5,2.06,2023-09-17
40.0,-121.875,3.09,2023-09-17
40.0,-121.25,1.59,2023-09-17
40.0,-120.625,1.49,2023-09-17
40.0,-120.0,1.49,2023-09-17
40.5,-124.375,2.19,2023-09-17
40.5,-123.75,1.47,2023-09-17
40.5,-123.125,1.26,2023-09-17
40.5,-122.5,1.49,2023-09-17
40.5,-121.875,2.28,2023-09-17
40.5,-121.25,1.71,2023-09-17
40.5,-120.625,1.77,2023-09-17
40.5,-120.0,2.19,2023-09-17
41.0,-124.375,2.24,2023-09-17
41.0,-123.75,1.51,2023-09-17
41.0,-123.125,1.55,2023-09-17
41.0,-122.5,1.16,2023-09-17
41.0,-121.875,1.71,2023-09-17
41.0,-121.25,2.16,2023-09-17
41.0,-120.625,1.48,2023-09-17
41.0,-120.0,2.15,2023-09-17
41.5,-124.375,2.23,2023-09-17
41.5,-123.75,1.65,2023-09-17
41.5,-123.125,1.55,2023-09-17
41.5,-122.5,1.24,2023-09-17
41.5,-121.875,1.82,2023-09-17
41.5,-121.25,2.33,2023-09-17
41.5,-120.625,1.67,2023-09-17
41.5,-120.0,1.46,2023-09-17
42.0,-124.375,2.53,2023-09-17
42.0,-123.75,1.56,2023-09-17
42.0,-123.125,1.46,2023-09-17
42.0,-122.5,1.43,2023-09-17
42.0,-121.875,1.82,2023-09-17
42.0,-121.25,2.19,2023-09-17
42.0,-120.625,2.09,2023-09-17
42.0,-120.0,1.55,2023-09-17
32.5,-119.375,5.87,2023-09-18
32.5,-118.75,6.42,2023-09-18
32.5,-118.125,5.86,2023-09-18
32.5,-117.5,4.95,2023-09-18
32.5,-116.875,4.46,2023-09-18
32.5,-116.25,5.94,2023-09-18
32.5,-115.625,3.83,2023-09-18
32.5,-115.0,2.45,2023-09-18
32.5,-114.375,2.24,2023-09-18
33.0,-119.375,6.56,2023-09-18
33.0,-118.75,6.57,2023-09-18
33.0,-118.125,5.49,2023-09-18
33.0,-117.5,4.69,2023-09-18
33.0,-116.875,5.25,2023-09-18
33.0,-116.25,7.17,2023-09-18
33.0,-115.625,5.53,2023-09-18
33.0,-115.0,3.71,2023-09-18
33.0,-114.375,2.89,2023-09-18
33.5,-119.375,7.08,2023-09-18
33.5,-118.75,6.26,2023-09-18
33.5,-118.125,4.64,2023-09-18
33.5,-117.5,3.63,2023-09-18
33.5,-116.875,3.58,2023-09-18
33.5,-116.25,3.77,2023-09-18
33.5,-115.625,3.63,2023-09-18
33.5,-115.0,3.76,2023-09-18
33.5,-114.375,3.63,2023-09-18
34.0,-119.375,5.56,2023-09-18
34.0,-118.75,3.9,2023-09-18
34.0,-118.125,3.49,2023-09-18
34.0,-117.5,3.02,2023-09-18
34.0,-116.875,3.19,2023-09-18
34.0,-116.25,2.55,2023-09-18
34.0,-115.625,2.84,2023-09-18
34.0,-115.0,2.69,2023-09-18
34.0,-114.375,3.49,2023-09-18
34.5,-119.375,1.82,2023-09-18
34.5,-118.75,1.96,2023-09-18
34.5,-118.125,3.6,2023-09-18
34.5,-117.5,3.82,2023-09-18
34.5,-116.875,4.03,2023-09-18
34.5,-116.25,3.09,2023-09-18
34.5,-115.625,2.79,2023-09-18
34.5,-115.0,3.01,2023-09-18
34.5,-114.375,3.37,2023-09-18
35.0,-119.375,1.96,2023-09-18
35.0,-118.75,3.0,2023-09-18
35.0,-118.125,3.63,2023-09-18
35.0,-117.5,4.87,2023-09-18
35.0,-116.875,4.42,2023-09-18
35.0,-116.25,2.68,2023-09-18
35.0,-115.625,2.59,2023-09-18
35.0,-115.0,3.39,2023-09-18
35.0,-114.375,3.51,2023-09-18
35.5,-119.375,3.66,2023-09-18
35.5,-118.75,3.22,2023-09-18
35.5,-118.125,3.42,2023-09-18
35.5,-117.5,3.98,2023-09-18
35.5,-116.875,4.24,2023-09-18
35.5,-116.25,3.06,2023-09-18
35.5,-115.625,3.32,2023-09-18
35.5,-115.0,3.74,2023-09-18
35.5,-114.375,3.82,2023-09-18
36.0,-119.375,3.45,2023-09-18
36.0,-118.75,1.97,2023-09-18
36.0,-118.125,2.22,2023-09-18
36.0,-117.5,2.92,2023-09-18
36.0,-116.875,2.98,2023-09-18
36.0,-116.25,3.14,2023-09-18
36.0,-115.625,3.02,2023-09-18
36.0,-115.0,3.33,2023-09-18
36.0,-114.375,3.37,2023-09-18
36.5,-119.375,2.35,2023-09-18
36.5,-118.75,1.6,2023-09-18
36.5,-118.125,1.73,2023-09-18
36.5,-117.5,2.5,2023-09-18
36.5,-116.875,2.72,2023-09-18
36.5,-116.25,3.12,2023-09-18
36.5,-115.625,3.33,2023-09-18
36.5,-115.0,2.68,2023-09-18
36.5,-114.375,2.72,2023-09-18
37.0,-119.375,1.72,2023-09-18
37.0,-118.75,1.6,2023-09-18
37.0,-118.125,1.77,2023-09-18
37.0,-117.5,2.4,2023-09-18
37.0,-116.875,2.86,2023-09-18
37.0,-116.25,3.08,2023-09-18
37.0,-115.625,3.11,2023-09-18
37.0,-115.0,2.92,2023-09-18
37.0,-114.375,2.46,2023-09-18
37.5,-119.375,1.75,2023-09-18
37.5,-118.75,1.55,2023-09-18
37.5,-118.125,2.42,2023-09-18
37.5,-117.5,3.13,2023-09-18
37.5,-116.875,3.39,2023-09-18
37.5,-116.25,3.45,2023-09-18
37.5,-115.625,3.26,2023-09-18
37.5,-115.0,3.24,2023-09-18
37.5,-114.375,3.02,2023-09-18
38.0,-119.375,1.08,2023-09-18
38.0,-118.75,1.41,2023-09-18
38.0,-118.125,2.54,2023-09-18
38.0,-117.5,2.89,2023-09-18
38.0,-116.875,2.87,2023-09-18
38.0,-116.25,3.04,2023-09-18
38.0,-115.625,3.17,2023-09-18
38.0,-115.0,3.43,2023-09-18
38.0,-114.375,3.67,2023-09-18
38.5,-119.375,1.67,2023-09-18
38.5,-118.75,2.02,2023-09-18
38.5,-118.125,2.1,2023-09-18
38.5,-117.5,2.81,2023-09-18
38.5,-116.875,2.7,2023-09-18
38.5,-116.25,2.15,2023-09-18
38.5,-115.625,2.07,2023-09-18
38.5,-115.0,2.7,2023-09-18
38.5,-114.375,3.42,2023-09-18
39.0,-119.375,2.13,2023-09-18
39.0,-118.75,2.24,2023-09-18
39.0,-118.125,2.54,2023-09-18
39.0,-117.5,2.7,2023-09-18
39.0,-116.875,2.45,2023-09-18
39.0,-116.25,1.91,2023-09-18
39.0,-115.625,2.11,2023-09-18
39.0,-115.0,2.16,2023-09-18
39.0,-114.375,2.57,2023-09-18
39.5,-119.375,2.76,2023-09-18
39.5,-118.75,2.54,2023-09-18
39.5,-118.125,2.22,2023-09-18
39.5,-117.5,2.49,2023-09-18
39.5,-116.875,2.15,2023-09-18
39.5,-116.25,2.33,2023-09-18
39.5,-115.625,1.88,2023-09-18
39.5,-115.0,2.43,2023-09-18
39.5,-114.375,2.9,2023-09-18
40.0,-119.375,3.41,2023-09-18
40.0,-118.75,3.35,2023-09-18
40.0,-118.125,2.02,2023-09-18
40.0,-117.5,2.56,2023-09-18
40.0,-116.875,2.48,2023-09-18
40.0,-116.25,2.57,2023-09-18
40.0,-115.625,2.0,2023-09-18
40.0,-115.0,2.45,2023-09-18
40.0,-114.375,3.61,2023-09-18
40.5,-119.375,3.12,2023-09-18
40.5,-118.75,3.06,2023-09-18
40.5,-118.125,2.17,2023-09-18
40.5,-117.5,2.2,2023-09-18
40.5,-116.875,2.54,2023-09-18
40.5,-116.25,2.66,2023-09-18
40.5,-115.625,2.32,2023-09-18
40.5,-115.0,1.99,2023-09-18
40.5,-114.375,3.01,2023-09-18
41.0,-119.375,2.64,2023-09-18
41.0,-118.75,1.96,2023-09-18
41.0,-118.125,2.13,2023-09-18
41.0,-117.5,2.0,2023-09-18
41.0,-116.875,2.27,2023-09-18
41.0,-116.25,2.31,2023-09-18
41.0,-115.625,2.08,2023-09-18
41.0,-115.0,1.56,2023-09-18
41.0,-114.375,1.89,2023-09-18
41.5,-119.375,2.28,2023-09-18
41.5,-118.75,1.99,2023-09-18
41.5,-118.125,1.84,2023-09-18
41.5,-117.5,1.64,2023-09-18
41.5,-116.875,1.72,2023-09-18
41.5,-116.25,1.89,2023-09-18
41.5,-115.625,1.67,2023-09-18
41.5,-115.0,1.66,2023-09-18
41.5,-114.375,1.65,2023-09-18
42.0,-119.375,2.73,2023-09-18
42.0,-118.75,2.18,2023-09-18
42.0,-118.125,1.88,2023-09-18
42.0,-117.5,2.03,2023-09-18
42.0,-116.875,1.95,2023-09-18
42.0,-116.25,1.82,2023-09-18
42.0,-115.625,2.05,2023-09-18
42.0,-115.0,2.47,2023-09-18
42.0,-114.375,2.25,2023-09-18
32.5,-124.375,3.15,2023-09-18
32.5,-123.75,2.97,2023-09-18
32.5,-123.125,2.95,2023-09-18
32.5,-122.5,3.1,2023-09-18
32.5,-121.875,3.57,2023-09-18
32.5,-121.25,4.0,2023-09-18
32.5,-120.625,4.64,2023-09-18
32.5,-120.0,5.43,2023-09-18
33.0,-124.375,3.09,2023-09-18
33.0,-123.75,2.93,2023-09-18
33.0,-123.125,2.89,2023-09-18
33.0,-122.5,3.11,2023-09-18
33.0,-121.875,3.69,2023-09-18
33.0,-121.25,4.38,2023-09-18
33.0,-120.625,5.16,2023-09-18
33.0,-120.0,6.02,2023-09-18
33.5,-124.375,3.02,2023-09-18
33.5,-123.75,2.79,2023-09-18
33.5,-123.125,2.75,2023-09-18
33.5,-122.5,3.12,2023-09-18
33.5,-121.875,3.81,2023-09-18
33.5,-121.25,4.75,2023-09-18
33.5,-120.625,5.66,2023-09-18
33.5,-120.0,6.66,2023-09-18
34.0,-124.375,3.06,2023-09-18
34.0,-123.75,2.8,2023-09-18
